user_id,item_id,event_type,created_at,destination_category,destination_popularity,cultural_score,adventure_score,relaxation_score,category_diversity,trust_score,user_total_feedback_count,is_strong_engagement,has_positive_feedback,label
user_98,dest_5,save,2026-03-06T17:10:33.472Z,relaxation,0.421,0.204,0.552,0.345,0.132,0.304,13,1,0,1
user_110,dest_43,view,2026-03-05T19:05:16.708Z,adventure,0.661,0.670,0.719,0.749,0.891,0.555,23,0,0,0
user_99,dest_38,view,2026-03-21T08:34:34.369Z,relaxation,0.369,0.514,0.796,0.722,0.978,0.694,32,0,1,1
user_48,dest_41,view,2026-03-19T18:36:56.550Z,relaxation,0.335,0.332,0.385,0.502,0.387,0.499,46,0,1,1
user_119,dest_1,trip_click,2026-03-17T05:03:52.452Z,mixed,0.520,0.648,0.758,0.698,0.237,0.503,13,1,0,1
user_148,dest_41,save,2026-03-11T10:59:09.236Z,relaxation,0.335,0.866,0.607,0.662,0.915,0.682,35,1,0,1
user_38,dest_91,view,2026-03-05T12:15:50.889Z,cultural,0.181,0.556,0.685,0.261,0.284,0.361,13,0,0,0
user_53,dest_48,book,2026-03-04T15:19:27.112Z,cultural,0.773,0.534,0.794,0.988,0.945,0.817,48,1,1,1
user_187,dest_86,view,2026-03-03T04:26:00.333Z,adventure,0.545,0.714,0.901,0.534,0.564,0.373,37,0,0,0
user_177,dest_82,save,2026-03-11T14:17:05.685Z,adventure,0.513,0.450,0.729,0.565,0.601,0.554,15,1,1,1
user_82,dest_72,trip_click,2026-02-26T14:37:42.037Z,cultural,0.624,0.382,0.741,0.593,0.278,0.637,43,1,1,1
user_141,dest_78,view,2026-03-08T18:11:37.952Z,relaxation,0.018,0.408,0.943,0.379,0.662,0.474,1,0,1,1
user_88,dest_5,view,2026-03-11T01:39:58.255Z,relaxation,0.421,0.793,0.595,0.491,0.770,0.888,11,0,0,0
user_26,dest_21,trip_click,2026-03-21T03:44:14.703Z,relaxation,0.612,0.317,0.668,0.317,0.104,0.355,24,1,0,1
user_170,dest_74,save_trip,2026-03-27T01:27:32.217Z,relaxation,0.107,0.674,0.771,0.547,0.820,0.486,23,1,0,1
user_148,dest_1,save,2026-03-19T03:43:32.419Z,mixed,0.520,0.866,0.607,0.662,0.915,0.682,35,1,0,1
user_167,dest_2,view,2026-03-24T15:00:53.141Z,relaxation,0.592,0.326,0.781,0.534,0.096,0.316,3,0,0,0
user_116,dest_37,view,2026-03-21T03:06:49.081Z,mixed,0.102,0.566,0.355,0.721,0.756,0.620,26,0,0,0
user_33,dest_57,book,2026-03-27T08:20:55.069Z,mixed,0.833,0.521,0.482,0.886,0.547,0.626,19,1,0,1
user_43,dest_65,book,2026-03-20T07:57:52.896Z,adventure,0.662,0.689,0.278,0.682,0.310,0.679,45,1,1,1
user_164,dest_76,view,2026-03-13T21:53:13.163Z,cultural,0.913,0.645,0.616,0.831,0.896,0.793,1,0,0,0
user_48,dest_55,view,2026-03-22T04:56:01.821Z,mixed,0.554,0.332,0.385,0.502,0.387,0.499,46,0,0,0
user_30,dest_2,view,2026-03-06T22:23:46.735Z,relaxation,0.592,0.469,0.372,0.879,0.071,0.881,29,0,1,1
user_72,dest_35,save_trip,2026-02-26T01:48:13.527Z,adventure,0.173,0.972,0.346,0.328,0.108,0.322,31,1,0,1
user_29,dest_7,trip_click,2026-03-26T11:58:45.137Z,cultural,0.052,0.839,0.309,0.467,0.830,0.728,17,1,1,1
user_82,dest_62,view,2026-03-20T06:46:30.191Z,cultural,0.926,0.382,0.741,0.593,0.278,0.637,43,0,1,1
user_164,dest_35,save,2026-03-01T06:08:40.880Z,adventure,0.173,0.645,0.616,0.831,0.896,0.793,1,1,0,1
user_178,dest_13,view,2026-03-13T13:12:57.654Z,adventure,0.122,0.321,0.555,0.866,0.264,0.412,27,0,1,1
user_11,dest_39,view,2026-03-09T19:46:43.118Z,mixed,0.901,0.418,0.856,0.344,0.255,0.686,26,0,0,0
user_81,dest_87,book,2026-03-27T05:42:18.535Z,adventure,0.809,0.783,0.568,0.348,0.606,0.578,8,1,1,1
user_14,dest_50,view,2026-03-23T12:34:34.788Z,relaxation,0.981,0.334,0.982,0.253,0.142,0.725,16,0,0,0
user_129,dest_9,view,2026-03-09T14:57:54.723Z,relaxation,0.409,0.457,0.878,0.604,0.370,0.628,45,0,1,1
user_143,dest_7,trip_click,2026-02-26T21:35:51.359Z,cultural,0.052,0.352,0.639,0.445,0.972,0.853,50,1,0,1
user_148,dest_61,trip_click,2026-03-15T01:14:04.741Z,relaxation,0.454,0.866,0.607,0.662,0.915,0.682,35,1,1,1
user_37,dest_41,view,2026-02-26T10:59:48.715Z,relaxation,0.335,0.781,0.466,0.558,0.232,0.646,16,0,0,0
user_1,dest_24,save,2026-03-07T06:34:46.316Z,mixed,0.758,0.350,0.962,0.586,0.426,0.716,2,1,0,1
user_165,dest_46,book,2026-03-15T09:38:28.351Z,mixed,0.807,0.652,0.952,0.358,0.576,0.510,8,1,1,1
user_190,dest_12,view,2026-03-09T15:54:51.447Z,cultural,0.815,0.698,0.271,0.865,0.558,0.823,44,0,1,1
user_60,dest_93,view,2026-03-12T03:30:34.858Z,relaxation,0.842,0.885,0.401,0.570,0.979,0.733,18,0,1,1
user_98,dest_78,save,2026-03-09T02:34:13.599Z,relaxation,0.018,0.204,0.552,0.345,0.132,0.304,13,1,0,1
user_72,dest_94,trip_click,2026-03-11T06:12:32.124Z,mixed,0.118,0.972,0.346,0.328,0.108,0.322,31,1,0,1
user_139,dest_75,book,2026-03-20T21:34:43.110Z,mixed,0.532,0.328,0.606,0.799,0.166,0.891,39,1,1,1
user_172,dest_15,trip_click,2026-02-25T13:16:21.556Z,adventure,0.719,0.574,0.212,0.881,0.768,0.796,20,1,0,1
user_198,dest_40,book,2026-03-26T16:09:46.220Z,mixed,0.358,0.971,0.349,0.324,0.621,0.775,2,1,1,1
user_189,dest_68,trip_click,2026-03-27T12:00:44.196Z,cultural,0.845,0.913,0.219,0.628,0.443,0.705,29,1,0,1
user_143,dest_82,view,2026-03-26T11:56:40.195Z,adventure,0.513,0.352,0.639,0.445,0.972,0.853,50,0,0,0
user_100,dest_75,save_trip,2026-03-08T05:41:01.136Z,mixed,0.532,0.606,0.694,0.800,0.450,0.876,48,1,0,1
user_145,dest_71,view,2026-03-14T15:48:34.154Z,relaxation,0.681,0.667,0.570,0.770,0.030,0.466,27,0,1,1
user_148,dest_76,save_trip,2026-03-12T21:09:10.572Z,cultural,0.913,0.866,0.607,0.662,0.915,0.682,35,1,1,1
user_164,dest_74,save_trip,2026-03-18T08:14:20.992Z,relaxation,0.107,0.645,0.616,0.831,0.896,0.793,1,1,1,1
user_67,dest_66,book,2026-03-06T03:55:29.714Z,adventure,0.876,0.574,0.279,0.760,0.305,0.664,46,1,0,1
user_124,dest_58,trip_click,2026-03-26T12:14:46.810Z,cultural,0.708,0.508,0.813,0.298,0.673,0.501,11,1,0,1
user_98,dest_10,save,2026-03-10T15:44:30.809Z,cultural,0.292,0.204,0.552,0.345,0.132,0.304,13,1,0,1
user_12,dest_56,trip_click,2026-03-24T15:25:08.865Z,mixed,0.175,0.711,0.994,0.745,0.671,0.614,36,1,0,1
user_199,dest_95,view,2026-03-22T20:47:05.629Z,relaxation,0.458,0.383,0.219,0.721,0.764,0.457,4,0,1,1
user_154,dest_54,view,2026-03-10T10:47:05.052Z,mixed,0.492,0.578,0.860,0.251,0.836,0.681,28,0,0,0
user_193,dest_71,save_trip,2026-03-26T11:30:42.379Z,relaxation,0.681,0.545,0.600,0.799,0.364,0.441,47,1,0,1
user_69,dest_9,view,2026-03-16T16:01:14.795Z,relaxation,0.409,0.426,0.768,0.784,0.406,0.318,20,0,1,1
user_64,dest_28,save_trip,2026-03-20T08:44:32.596Z,mixed,0.262,0.551,0.505,0.692,0.335,0.375,31,1,0,1
user_175,dest_1,save_trip,2026-03-01T17:27:51.177Z,mixed,0.520,0.715,0.608,0.695,0.441,0.530,49,1,0,1
user_6,dest_53,trip_click,2026-03-11T22:39:19.837Z,mixed,0.196,0.523,0.590,0.730,0.029,0.368,39,1,1,1
user_82,dest_98,view,2026-03-06T06:16:32.551Z,adventure,0.615,0.382,0.741,0.593,0.278,0.637,43,0,1,1
user_23,dest_43,view,2026-03-13T09:32:50.428Z,adventure,0.661,0.339,0.770,0.623,0.550,0.550,13,0,1,1
user_11,dest_40,view,2026-03-20T16:11:16.342Z,mixed,0.358,0.418,0.856,0.344,0.255,0.686,26,0,1,1
user_58,dest_47,trip_click,2026-03-09T02:37:07.065Z,cultural,0.680,0.972,0.727,0.318,0.648,0.877,31,1,1,1
user_39,dest_62,save,2026-03-09T12:50:39.540Z,cultural,0.926,0.819,0.707,0.487,0.641,0.839,24,1,0,1
user_174,dest_86,save,2026-03-25T20:37:58.579Z,adventure,0.545,0.606,0.752,0.435,0.811,0.474,25,1,1,1
user_144,dest_91,view,2026-03-14T11:51:49.248Z,cultural,0.181,0.243,0.510,0.206,0.346,0.686,24,0,1,1
user_18,dest_84,view,2026-02-27T20:44:14.984Z,cultural,0.802,0.245,0.739,0.464,0.851,0.492,44,0,1,1
user_67,dest_90,save,2026-03-24T06:06:55.089Z,cultural,0.048,0.574,0.279,0.760,0.305,0.664,46,1,0,1
user_31,dest_8,view,2026-03-11T04:07:16.681Z,cultural,0.494,0.764,0.760,0.618,0.662,0.602,50,0,1,1
user_170,dest_76,trip_click,2026-03-23T21:43:37.370Z,cultural,0.913,0.674,0.771,0.547,0.820,0.486,23,1,1,1
user_75,dest_53,save_trip,2026-03-19T15:43:14.102Z,mixed,0.196,0.438,0.503,0.768,0.512,0.644,44,1,1,1
user_176,dest_77,trip_click,2026-03-07T06:52:51.535Z,adventure,0.882,0.674,0.645,0.708,0.968,0.393,50,1,1,1
user_21,dest_21,save,2026-03-27T01:00:10.664Z,relaxation,0.612,0.663,0.225,0.230,0.069,0.406,24,1,0,1
user_6,dest_66,save,2026-03-02T10:11:57.904Z,adventure,0.876,0.523,0.590,0.730,0.029,0.368,39,1,0,1
user_94,dest_30,view,2026-03-11T10:06:23.761Z,mixed,0.922,0.975,0.427,0.466,0.351,0.864,9,0,1,1
user_165,dest_42,save_trip,2026-03-02T19:09:35.841Z,mixed,0.256,0.652,0.952,0.358,0.576,0.510,8,1,1,1
user_103,dest_92,save,2026-03-14T19:26:57.975Z,adventure,0.747,0.658,0.833,0.212,0.791,0.761,44,1,1,1
user_127,dest_51,view,2026-03-15T18:21:17.679Z,mixed,0.666,0.993,0.208,0.700,0.459,0.483,45,0,1,1
user_126,dest_32,view,2026-03-12T20:40:54.648Z,cultural,0.037,0.740,0.555,0.510,0.891,0.811,29,0,1,1
user_131,dest_16,save,2026-03-11T18:44:18.232Z,relaxation,0.677,0.408,0.759,0.386,0.430,0.422,5,1,1,1
user_51,dest_34,view,2026-03-06T08:16:04.037Z,adventure,0.202,0.998,0.378,0.553,0.463,0.472,42,0,0,0
user_93,dest_14,save_trip,2026-03-11T10:48:52.759Z,cultural,0.002,0.307,0.641,0.447,0.564,0.785,44,1,0,1
user_165,dest_66,trip_click,2026-03-12T22:31:03.756Z,adventure,0.876,0.652,0.952,0.358,0.576,0.510,8,1,1,1
user_177,dest_82,book,2026-03-02T10:53:33.283Z,adventure,0.513,0.450,0.729,0.565,0.601,0.554,15,1,1,1
user_143,dest_81,save,2026-03-02T05:37:52.594Z,mixed,0.404,0.352,0.639,0.445,0.972,0.853,50,1,0,1
user_35,dest_15,view,2026-03-09T11:25:36.786Z,adventure,0.719,0.535,0.837,0.330,0.560,0.492,39,0,0,0
user_10,dest_49,view,2026-03-21T21:10:13.295Z,adventure,0.998,0.235,0.847,0.365,0.202,0.862,2,0,1,1
user_148,dest_31,view,2026-03-25T14:50:04.103Z,mixed,0.823,0.866,0.607,0.662,0.915,0.682,35,0,1,1
user_105,dest_94,trip_click,2026-03-05T23:29:19.605Z,mixed,0.118,0.451,0.649,0.388,0.735,0.309,28,1,0,1
user_37,dest_66,view,2026-03-20T12:59:30.621Z,adventure,0.876,0.781,0.466,0.558,0.232,0.646,16,0,1,1
user_98,dest_83,save_trip,2026-03-15T13:38:14.172Z,mixed,0.230,0.204,0.552,0.345,0.132,0.304,13,1,1,1
user_61,dest_81,view,2026-03-26T22:46:06.632Z,mixed,0.404,0.905,0.519,0.482,0.591,0.557,12,0,1,1
user_30,dest_65,trip_click,2026-03-22T10:30:13.744Z,adventure,0.662,0.469,0.372,0.879,0.071,0.881,29,1,1,1
user_99,dest_50,book,2026-03-21T10:31:47.858Z,relaxation,0.981,0.514,0.796,0.722,0.978,0.694,32,1,1,1
user_11,dest_68,trip_click,2026-03-10T21:39:46.071Z,cultural,0.845,0.418,0.856,0.344,0.255,0.686,26,1,1,1
user_60,dest_93,save,2026-03-22T16:32:15.336Z,relaxation,0.842,0.885,0.401,0.570,0.979,0.733,18,1,0,1
user_108,dest_93,save_trip,2026-03-19T07:29:43.100Z,relaxation,0.842,0.307,0.864,0.623,0.343,0.548,39,1,0,1
user_44,dest_7,view,2026-03-23T07:23:25.001Z,cultural,0.052,0.574,0.330,0.903,0.354,0.649,10,0,1,1
user_137,dest_84,view,2026-03-26T10:28:23.837Z,cultural,0.802,0.644,0.269,0.324,0.802,0.644,22,0,0,0
user_106,dest_63,view,2026-03-02T09:15:52.892Z,mixed,0.638,0.363,0.392,0.341,0.436,0.817,31,0,1,1
user_92,dest_78,view,2026-03-24T03:20:05.378Z,relaxation,0.018,0.770,0.769,0.682,0.392,0.748,13,0,0,0
user_194,dest_68,view,2026-03-18T01:00:47.834Z,cultural,0.845,0.311,0.683,0.772,0.208,0.621,35,0,1,1
user_27,dest_24,view,2026-03-22T12:43:37.802Z,mixed,0.758,0.828,0.331,0.643,0.258,0.609,38,0,0,0
user_98,dest_8,book,2026-03-02T10:38:55.361Z,cultural,0.494,0.204,0.552,0.345,0.132,0.304,13,1,0,1
user_7,dest_58,view,2026-03-17T21:01:05.922Z,cultural,0.708,0.273,0.388,0.914,0.791,0.725,2,0,0,0
user_74,dest_17,view,2026-03-19T20:28:10.200Z,adventure,0.178,0.789,0.404,0.596,0.066,0.883,21,0,1,1
user_123,dest_88,book,2026-03-03T18:34:58.728Z,adventure,0.293,0.814,0.223,0.784,0.901,0.529,43,1,0,1
user_37,dest_39,save,2026-03-13T22:17:14.701Z,mixed,0.901,0.781,0.466,0.558,0.232,0.646,16,1,1,1
user_62,dest_38,save_trip,2026-03-04T23:12:08.103Z,relaxation,0.369,0.756,0.735,0.341,0.845,0.701,10,1,1,1
user_168,dest_80,book,2026-03-19T23:30:46.312Z,cultural,0.921,0.733,0.559,0.580,0.591,0.604,37,1,1,1
user_132,dest_87,view,2026-03-11T23:24:10.938Z,adventure,0.809,0.613,0.646,0.387,0.475,0.688,6,0,0,0
user_12,dest_21,trip_click,2026-02-28T03:07:11.142Z,relaxation,0.612,0.711,0.994,0.745,0.671,0.614,36,1,0,1
user_131,dest_35,view,2026-03-10T01:29:46.494Z,adventure,0.173,0.408,0.759,0.386,0.430,0.422,5,0,1,1
user_123,dest_55,view,2026-03-10T05:04:44.581Z,mixed,0.554,0.814,0.223,0.784,0.901,0.529,43,0,1,1
user_3,dest_15,view,2026-03-14T04:19:10.281Z,adventure,0.719,0.229,0.708,0.678,0.850,0.538,48,0,0,0
user_21,dest_8,trip_click,2026-03-14T23:33:12.080Z,cultural,0.494,0.663,0.225,0.230,0.069,0.406,24,1,1,1
user_176,dest_96,view,2026-03-24T04:44:41.864Z,mixed,0.579,0.674,0.645,0.708,0.968,0.393,50,0,0,0
user_170,dest_18,book,2026-03-20T09:31:46.252Z,mixed,0.135,0.674,0.771,0.547,0.820,0.486,23,1,0,1
user_23,dest_34,book,2026-02-25T19:29:24.223Z,adventure,0.202,0.339,0.770,0.623,0.550,0.550,13,1,0,1
user_27,dest_41,trip_click,2026-03-22T14:44:03.204Z,relaxation,0.335,0.828,0.331,0.643,0.258,0.609,38,1,0,1
user_139,dest_98,book,2026-03-22T11:34:21.869Z,adventure,0.615,0.328,0.606,0.799,0.166,0.891,39,1,0,1
user_172,dest_51,book,2026-03-14T12:16:16.478Z,mixed,0.666,0.574,0.212,0.881,0.768,0.796,20,1,0,1
user_49,dest_7,view,2026-03-16T20:57:33.904Z,cultural,0.052,0.355,0.754,0.370,0.507,0.395,20,0,0,0
user_56,dest_75,save_trip,2026-03-07T12:30:46.338Z,mixed,0.532,0.330,0.633,0.352,0.766,0.793,26,1,0,1
user_132,dest_91,view,2026-03-01T17:10:45.828Z,cultural,0.181,0.613,0.646,0.387,0.475,0.688,6,0,0,0
user_147,dest_43,view,2026-03-22T06:51:46.887Z,adventure,0.661,0.751,0.245,0.645,0.934,0.850,49,0,1,1
user_34,dest_28,save,2026-03-26T04:17:09.834Z,mixed,0.262,0.577,0.296,0.763,0.439,0.858,21,1,1,1
user_152,dest_5,view,2026-03-02T16:19:14.078Z,relaxation,0.421,0.858,0.436,0.654,0.999,0.417,29,0,0,0
user_74,dest_70,book,2026-03-10T03:40:09.863Z,adventure,0.314,0.789,0.404,0.596,0.066,0.883,21,1,1,1
user_129,dest_75,view,2026-03-17T16:13:42.663Z,mixed,0.532,0.457,0.878,0.604,0.370,0.628,45,0,1,1
user_22,dest_73,save_trip,2026-03-16T09:15:02.308Z,relaxation,0.296,0.508,0.904,0.267,0.391,0.604,37,1,0,1
user_140,dest_91,view,2026-03-27T02:13:31.546Z,cultural,0.181,0.415,0.651,0.628,0.214,0.334,38,0,0,0
user_81,dest_2,view,2026-03-12T20:46:54.861Z,relaxation,0.592,0.783,0.568,0.348,0.606,0.578,8,0,0,0
user_6,dest_29,save_trip,2026-03-03T12:25:48.029Z,cultural,0.232,0.523,0.590,0.730,0.029,0.368,39,1,1,1
user_64,dest_97,view,2026-03-12T23:36:01.001Z,cultural,0.668,0.551,0.505,0.692,0.335,0.375,31,0,0,0
user_197,dest_94,save,2026-03-13T15:28:22.854Z,mixed,0.118,0.437,0.218,0.954,0.831,0.588,12,1,0,1
user_108,dest_42,trip_click,2026-03-25T09:17:12.922Z,mixed,0.256,0.307,0.864,0.623,0.343,0.548,39,1,0,1
user_174,dest_72,trip_click,2026-03-09T08:09:00.555Z,cultural,0.624,0.606,0.752,0.435,0.811,0.474,25,1,1,1
user_116,dest_18,view,2026-03-04T16:27:14.829Z,mixed,0.135,0.566,0.355,0.721,0.756,0.620,26,0,0,0
user_25,dest_25,save,2026-03-06T23:42:50.168Z,mixed,0.412,0.342,0.604,0.461,0.051,0.452,29,1,0,1
user_59,dest_67,save,2026-03-20T01:25:51.720Z,cultural,0.409,0.683,0.485,0.705,0.968,0.847,35,1,1,1
user_130,dest_46,save,2026-02-26T09:49:10.262Z,mixed,0.807,0.846,0.778,0.683,0.992,0.362,1,1,0,1
user_34,dest_73,save,2026-03-02T13:17:03.046Z,relaxation,0.296,0.577,0.296,0.763,0.439,0.858,21,1,0,1
user_91,dest_82,view,2026-03-17T12:07:33.217Z,adventure,0.513,0.431,0.786,0.666,0.027,0.447,39,0,0,0
user_178,dest_16,save,2026-03-10T07:00:22.693Z,relaxation,0.677,0.321,0.555,0.866,0.264,0.412,27,1,1,1
user_94,dest_47,save,2026-03-04T13:00:11.436Z,cultural,0.680,0.975,0.427,0.466,0.351,0.864,9,1,0,1
user_8,dest_76,view,2026-03-05T10:24:45.668Z,cultural,0.913,0.680,0.719,0.347,0.197,0.349,43,0,1,1
user_58,dest_59,save_trip,2026-03-06T19:24:48.613Z,adventure,0.746,0.972,0.727,0.318,0.648,0.877,31,1,1,1
user_114,dest_39,book,2026-03-22T19:06:14.673Z,mixed,0.901,0.615,0.629,0.217,0.529,0.589,8,1,1,1
user_156,dest_92,trip_click,2026-03-17T22:15:06.359Z,adventure,0.747,0.659,0.811,0.573,0.496,0.610,5,1,1,1
user_181,dest_49,view,2026-03-20T14:52:35.370Z,adventure,0.998,0.249,0.924,0.334,0.329,0.863,30,0,0,0
user_142,dest_22,save,2026-02-25T15:40:45.358Z,relaxation,0.929,0.442,0.280,0.799,0.000,0.363,22,1,0,1
user_169,dest_92,trip_click,2026-03-17T04:25:04.938Z,adventure,0.747,0.295,0.524,0.674,0.338,0.787,16,1,0,1
user_183,dest_8,view,2026-03-12T22:46:02.187Z,cultural,0.494,0.422,0.699,0.262,0.585,0.368,6,0,0,0
user_45,dest_76,book,2026-03-01T09:02:20.425Z,cultural,0.913,0.854,0.618,0.567,0.258,0.643,44,1,1,1
user_176,dest_66,trip_click,2026-03-03T03:26:32.182Z,adventure,0.876,0.674,0.645,0.708,0.968,0.393,50,1,0,1
user_83,dest_27,trip_click,2026-03-08T05:38:39.415Z,cultural,0.284,0.409,0.751,0.894,0.249,0.704,11,1,1,1
user_185,dest_86,save,2026-03-14T17:26:30.987Z,adventure,0.545,0.631,0.201,0.228,0.851,0.592,16,1,0,1
user_93,dest_16,view,2026-03-16T19:58:04.073Z,relaxation,0.677,0.307,0.641,0.447,0.564,0.785,44,0,0,0
user_75,dest_4,view,2026-03-04T08:26:21.062Z,adventure,0.523,0.438,0.503,0.768,0.512,0.644,44,0,1,1
user_3,dest_68,view,2026-03-11T02:22:31.329Z,cultural,0.845,0.229,0.708,0.678,0.850,0.538,48,0,0,0
user_161,dest_46,view,2026-03-20T00:24:37.508Z,mixed,0.807,0.914,0.753,0.281,0.229,0.653,32,0,1,1
user_95,dest_28,save_trip,2026-02-28T01:44:05.870Z,mixed,0.262,0.515,0.247,0.614,0.955,0.494,18,1,1,1
user_182,dest_91,view,2026-03-21T08:48:55.439Z,cultural,0.181,0.582,0.334,0.246,0.421,0.339,19,0,1,1
user_21,dest_49,view,2026-03-17T10:06:36.452Z,adventure,0.998,0.663,0.225,0.230,0.069,0.406,24,0,0,0
user_10,dest_4,trip_click,2026-03-01T11:24:40.470Z,adventure,0.523,0.235,0.847,0.365,0.202,0.862,2,1,1,1
user_105,dest_74,view,2026-03-19T21:36:21.298Z,relaxation,0.107,0.451,0.649,0.388,0.735,0.309,28,0,0,0
user_192,dest_61,save_trip,2026-03-06T08:12:58.552Z,relaxation,0.454,0.301,0.622,0.637,0.598,0.357,45,1,1,1
user_35,dest_63,view,2026-03-09T16:41:40.411Z,mixed,0.638,0.535,0.837,0.330,0.560,0.492,39,0,0,0
user_185,dest_11,save,2026-03-11T08:47:55.890Z,cultural,0.664,0.631,0.201,0.228,0.851,0.592,16,1,0,1
user_164,dest_21,book,2026-03-03T04:59:25.434Z,relaxation,0.612,0.645,0.616,0.831,0.896,0.793,1,1,1,1
user_24,dest_33,save_trip,2026-03-05T12:42:24.386Z,relaxation,0.784,0.890,0.791,0.789,0.594,0.843,8,1,0,1
user_4,dest_34,save_trip,2026-02-26T13:45:43.729Z,adventure,0.202,0.491,0.965,0.500,0.039,0.679,18,1,0,1
user_147,dest_37,save,2026-03-20T15:41:58.695Z,mixed,0.102,0.751,0.245,0.645,0.934,0.850,49,1,1,1
user_139,dest_36,view,2026-03-15T20:12:15.798Z,adventure,0.235,0.328,0.606,0.799,0.166,0.891,39,0,0,0
user_63,dest_77,save,2026-03-20T01:03:10.248Z,adventure,0.882,0.542,0.453,0.694,0.330,0.367,31,1,0,1
user_65,dest_36,save,2026-03-18T22:31:50.267Z,adventure,0.235,0.679,0.700,0.780,0.013,0.796,22,1,1,1
user_29,dest_60,save,2026-03-22T18:09:07.242Z,mixed,0.516,0.839,0.309,0.467,0.830,0.728,17,1,1,1
user_106,dest_64,book,2026-03-16T12:11:47.817Z,relaxation,0.331,0.363,0.392,0.341,0.436,0.817,31,1,1,1
user_60,dest_1,view,2026-03-06T02:41:06.150Z,mixed,0.520,0.885,0.401,0.570,0.979,0.733,18,0,0,0
user_157,dest_17,book,2026-03-08T22:41:20.911Z,adventure,0.178,0.651,0.535,0.899,0.270,0.468,6,1,0,1
user_174,dest_59,view,2026-03-10T10:29:31.735Z,adventure,0.746,0.606,0.752,0.435,0.811,0.474,25,0,0,0
user_71,dest_10,view,2026-03-04T14:31:02.761Z,cultural,0.292,0.556,0.227,0.621,0.094,0.581,41,0,1,1
user_156,dest_25,save_trip,2026-03-21T13:47:03.795Z,mixed,0.412,0.659,0.811,0.573,0.496,0.610,5,1,0,1
user_108,dest_25,save,2026-02-25T15:33:47.597Z,mixed,0.412,0.307,0.864,0.623,0.343,0.548,39,1,0,1
user_40,dest_45,view,2026-03-02T19:37:45.121Z,relaxation,0.330,0.500,0.290,0.849,0.839,0.688,21,0,0,0
user_112,dest_23,save,2026-03-02T03:36:37.804Z,adventure,0.924,0.703,0.303,0.305,0.222,0.531,18,1,1,1
user_39,dest_73,book,2026-02-25T19:17:01.594Z,relaxation,0.296,0.819,0.707,0.487,0.641,0.839,24,1,1,1
user_168,dest_31,save,2026-03-24T05:01:46.550Z,mixed,0.823,0.733,0.559,0.580,0.591,0.604,37,1,0,1
user_103,dest_68,save_trip,2026-03-03T17:51:45.170Z,cultural,0.845,0.658,0.833,0.212,0.791,0.761,44,1,1,1
user_167,dest_72,view,2026-03-06T18:01:02.458Z,cultural,0.624,0.326,0.781,0.534,0.096,0.316,3,0,1,1
user_104,dest_59,save_trip,2026-03-10T06:25:13.667Z,adventure,0.746,0.366,0.676,0.670,0.727,0.517,35,1,1,1
user_188,dest_10,save_trip,2026-03-23T03:23:07.851Z,cultural,0.292,0.776,0.835,0.265,0.583,0.378,26,1,1,1
user_180,dest_60,save_trip,2026-02-27T15:46:08.916Z,mixed,0.516,0.273,0.279,0.711,0.611,0.887,30,1,1,1
user_183,dest_70,book,2026-03-15T21:01:17.646Z,adventure,0.314,0.422,0.699,0.262,0.585,0.368,6,1,0,1
user_71,dest_72,book,2026-03-13T01:22:23.073Z,cultural,0.624,0.556,0.227,0.621,0.094,0.581,41,1,1,1
user_34,dest_49,save_trip,2026-03-22T05:23:40.799Z,adventure,0.998,0.577,0.296,0.763,0.439,0.858,21,1,0,1
user_27,dest_25,view,2026-03-18T02:18:10.887Z,mixed,0.412,0.828,0.331,0.643,0.258,0.609,38,0,0,0
user_74,dest_31,book,2026-03-02T11:30:37.557Z,mixed,0.823,0.789,0.404,0.596,0.066,0.883,21,1,1,1
user_99,dest_86,view,2026-02-26T07:17:35.762Z,adventure,0.545,0.514,0.796,0.722,0.978,0.694,32,0,1,1
user_35,dest_75,book,2026-03-03T23:58:07.697Z,mixed,0.532,0.535,0.837,0.330,0.560,0.492,39,1,0,1
user_39,dest_78,save_trip,2026-03-16T08:19:25.459Z,relaxation,0.018,0.819,0.707,0.487,0.641,0.839,24,1,1,1
user_75,dest_97,trip_click,2026-03-22T08:18:41.288Z,cultural,0.668,0.438,0.503,0.768,0.512,0.644,44,1,1,1
user_80,dest_76,trip_click,2026-03-21T03:13:07.470Z,cultural,0.913,0.694,0.719,0.360,0.712,0.865,38,1,0,1
user_35,dest_35,save,2026-03-21T14:11:57.771Z,adventure,0.173,0.535,0.837,0.330,0.560,0.492,39,1,0,1
user_37,dest_18,view,2026-03-03T15:47:24.600Z,mixed,0.135,0.781,0.466,0.558,0.232,0.646,16,0,0,0
user_187,dest_21,view,2026-03-21T21:00:42.221Z,relaxation,0.612,0.714,0.901,0.534,0.564,0.373,37,0,0,0
user_61,dest_96,save_trip,2026-03-08T23:54:49.766Z,mixed,0.579,0.905,0.519,0.482,0.591,0.557,12,1,0,1
user_130,dest_42,view,2026-03-09T10:32:25.530Z,mixed,0.256,0.846,0.778,0.683,0.992,0.362,1,0,1,1
user_183,dest_75,save_trip,2026-03-23T08:26:27.286Z,mixed,0.532,0.422,0.699,0.262,0.585,0.368,6,1,1,1
user_92,dest_14,view,2026-03-02T15:09:52.349Z,cultural,0.002,0.770,0.769,0.682,0.392,0.748,13,0,0,0
