user_id,item_id,event_type,created_at,destination_category,event_weight,recency_weight,days_ago,interest_sightseeing,interest_culture,interest_history,interest_nature,interest_beach,interest_adventure,interest_relaxation,interest_strength,booking_rate,save_rate,exploration_rate,conversion_rate,travel_pace_preference,category_loyalty_score,user_unique_dests,user_active_days,feedback_positivity_rate,fb_rate_sightseeing,fb_rate_culture,fb_rate_history,fb_rate_nature,fb_rate_beach,fb_rate_adventure,fb_rate_relaxation,dest_feedback_rate,dest_pos_feedback_count,dest_total_feedback,cat_usage_share_sightseeing,cat_usage_share_culture,cat_usage_share_history,cat_usage_share_nature,cat_usage_share_beach,cat_usage_share_adventure,cat_usage_share_relaxation,cat_recency_sightseeing,cat_recency_culture,cat_recency_history,cat_recency_nature,cat_recency_beach,cat_recency_adventure,cat_recency_relaxation,aggregate_feedback_rating,booked_users_norm,weighted_engagement_norm,Sightseeing_dest_score,Culture_dest_score,History_dest_score,Nature_dest_score,Beach_dest_score,Adventure_dest_score,Relaxation_dest_score,click_frequency,user_item_affinity,category_diversity,trust_score,user_total_feedback_count,label
user_50,dest_42,view,2026-03-10 18:39:03.853000+00:00,Beach,0.5,0.4331,16.73594279,0.8086,0.2409,0.0439,1,0.4084,0.8167,0.391,0.7312,0.1875,0,0.75,0.1875,0,0.519,0.6124,0.5606,0.8125,0.4157,0.3333,1,1,0.5,1,0.4157,0.5217,0.6738,0.2382,0,0.1875,0.0625,0.375,0.125,0.25,0,1,0.2128,0.668,0.1428,0.5771,0.2785,1,0.5542,0.2,0.4834,0.42,0,0,0.5,0.8,0,0.76,0,0.6795,0.908,0.816,0.6784,1
user_55,dest_31,view,2026-03-24 07:22:53.318000+00:00,Beach,0.5,0.8519,3.205509167,0.678,0.6431,0.6669,0.2931,0.4015,0.0292,0.3858,0.5258,0.1111,0.3333,0.5556,0.3333,1,0.6964,0.2642,0.8638,0.4444,1,0,0.5,0.4157,0.3333,0.4157,0.4157,0.6111,1,0.8037,0.1111,0.1111,0.4444,0,0.3333,0,0,0.7767,0.6572,0.0328,1,0.1105,1,1,0.3494,0.8,0.7417,0.45,0.65,0,0,0.76,0,0.6,0,0.6069,0.712,0.529,0.8656,0
user_15,dest_37,view,2026-03-18 10:50:33.647000+00:00,Culture,0.5,0.6357,9.061292396,0.4503,0.2854,0.2689,0.6385,0.7154,0.4504,0.6572,0.0948,0,0.3846,0.4615,0.2308,0,0.5441,0.5135,0.8638,0.5385,0,0.5,1,0.5,0.4,1,0.4157,0.3929,0.6281,0.4854,0.0769,0.1538,0.1538,0.1538,0.3846,0.0769,0,0.0813,0.3125,0.1573,0.6657,0.4266,0.6293,1,0.5422,0.5,0.5364,0.7,0.83,0.78,0,0,0,0,0,0.3978,0.054,0.536,0.9748,1
user_131,dest_43,save_trip,2026-03-15 19:17:31.299000+00:00,Culture,3,0.5568,11.70923624,0.6281,0.3821,0.3559,0.4339,0.4827,0.6739,0.4115,0.3874,0.1875,0.375,0.375,0.3125,1,0.1757,0.6573,0.8638,0.5,0.5,0,1,0.75,0.5,0.3333,0.4157,0.275,0.6281,0.9378,0.125,0.125,0.0625,0.25,0.25,0.1875,0,0.2736,0.4038,0.2876,0.0462,0.3777,0.0352,1,0.5301,0.6,0.8808,0.65,0.79,0.72,0,0,0,0,0,0.4901,0.43,0.422,0.3392,1
user_152,dest_73,trip_click,2026-03-05 06:36:10.764000+00:00,Nature,1,0.3289,22.23794613,0.5966,0.4139,0.2549,0.475,0.7379,0.2491,0.6456,0.3585,0,0.4444,0.2778,0.2222,1,0.4081,0.6996,0.3903,0.5,0.75,0,1,0.3333,0.5,1,0.4157,0.2857,0.5783,0.7679,0.2222,0.1667,0.0556,0.1667,0.3333,0.0556,0,0.2358,0.1891,0.6616,0.2578,0.3491,0.182,1,0.5181,0.6,0.8013,0.68,0,0,0.74,0,0.52,0,0.6309,0.4554,0.999,0.417,0.8362,1
user_38,dest_7,trip_click,2026-03-20 17:26:34.337000+00:00,Beach,1,0.7123,6.78628441,0.3206,0.2929,0.1181,0.2114,0.9407,0.2631,0.9309,0.3502,0.2,0.1,0.6,0.2,0,0.5839,0.2642,0.2995,0,0.4157,0,0,0,0,0.4157,0.4157,0.375,0.5238,0.2915,0,0.2,0.1,0.4,0.3,0,0,1,0.7025,0.4654,0.7271,0.234,1,1,0.7108,0.3,0.4768,0.55,0,0,0,0.89,0.62,0.84,0.6309,0.8333,0.284,0.361,0.6008,1
user_59,dest_51,trip_click,2026-03-12 05:51:47.314000+00:00,Beach,1,0.4661,15.2687731,0.7957,0.1118,0.0888,0.8909,0.3301,0.8577,0.3885,0.6389,0.1,0.25,0.4,0.25,0,0.317,0.6996,0.7178,0.7,0.6667,1,0.5,0.5,1,1,0,0.3429,0.6738,0.7679,0.15,0.05,0.1,0.3,0.15,0.2,0.05,0.0882,0.6772,0.257,0.0783,0.3295,0.0726,0.5316,0.3253,0.5,0.7285,0.35,0,0,0.48,0.71,0,0.66,0.6309,0.5833,0.968,0.847,0.8925,1
user_87,dest_42,book,2026-03-11 04:57:31.315000+00:00,Beach,4,0.4425,16.30645828,0.8064,0.5078,0.6149,0.3556,0.401,0.2166,0.3914,0.685,0.3333,0.25,0.4167,0.5,1,0.4081,0.4586,0.933,0.6667,0.5,0.5,0.6667,1,0.75,0.4157,0.4157,0.5217,0.6738,0.2382,0.1667,0.1667,0.25,0.0833,0.3333,0,0,0.2471,0.3897,0.8019,0.0152,0.2258,1,1,0.5542,0.2,0.4834,0.42,0,0,0.5,0.8,0,0.76,0,0.5592,0.829,0.8,0.6421,1
user_186,dest_3,view,2026-03-05 05:03:24.282000+00:00,History,0.5,0.3279,22.30237301,0.6161,0.4721,0.3674,0.3539,0.3053,0.3046,0.5762,0.4688,0.125,0.1875,0.5625,0.25,0,0.1757,0.6124,1,0.4375,0,0.3333,0.3333,0.6667,1,0.4157,1,0.5,0.8272,0.6542,0.25,0.1875,0.1875,0.1875,0.125,0,0.0625,0.318,0.1709,0.711,0.007,0.4122,1,0.1208,1,0.1,0.6093,0.88,0.7,0.93,0,0,0,0.52,0,0.6965,0.342,0.571,0.6951,0
user_199,dest_12,view,2026-03-10 21:41:47.470000+00:00,Adventure,0.5,0.4359,16.60904907,0.737,0.568,0.587,0.0704,0.3846,0.327,0.295,0.6575,0.2308,0.1538,0.5385,0.3077,1,0.3383,0.5135,0.7178,0.7692,1,1,0.5,1,1,0.6667,0.4157,0.5789,1,0.8724,0.1538,0.1538,0.3077,0.0769,0.0769,0.2308,0,0.2876,0.5854,0.3401,0.9035,0.1602,0.5296,1,0.6867,0.4,0.6887,0.48,0,0,0,0.84,0.86,0.65,0,0.565,0.764,0.457,0.2829,0
user_47,dest_22,book,2026-03-13 01:57:51.577000+00:00,Beach,4,0.486,14.43122376,0.6343,0.3933,0.3076,0.5568,0.317,0.5605,0.5252,0.4165,0.35,0.1,0.5,0.45,1,0.317,0.7777,0.4772,0.65,0.4157,0.4,1,0.5,1,0.6667,0.4157,0.4324,0.8272,0.8385,0,0.25,0.15,0.3,0.15,0.15,0,1,0.4124,0.1776,0.1343,0.0068,0.0705,1,0.5663,0.6,0.8543,0.42,0,0,0,0.86,0.58,0.82,0,0.6199,0.98,0.683,0.4969,1
user_42,dest_28,book,2026-02-27 19:37:38.451000+00:00,Beach,4,0.2504,27.69526457,0.6465,0.5244,0.384,0.4543,0.4578,0.4397,0.5685,0.3896,0.0588,0.2941,0.4706,0.2353,0,0.3006,0.6996,0.8638,0.2941,1,0.6,0.4157,0,0,0,0,0.5357,0.7925,0.4854,0.1176,0.2941,0,0.1765,0.2941,0.0588,0.0588,0.5344,0.226,1,0.3215,0.3821,0.9951,0.047,0.5542,0.5,0.5894,0,0,0,0.55,0.81,0.48,0.76,0,0.6085,0.668,0.535,0.7541,1
user_123,dest_11,save_trip,2026-03-12 04:01:30.625000+00:00,History,3,0.4643,15.34535515,0.7155,0.4344,0.3597,0.5496,0.5061,0.2968,0.4517,0.5469,0.1111,0.2222,0.5,0.2222,0,0.2549,0.6573,0.7178,0.7222,1,0.5,0.6,0.6667,0.75,1,0.4157,0.4839,0.7925,0.614,0.0556,0.1111,0.2778,0.1667,0.2222,0.1667,0,0.3076,0.7267,0.1225,0.3367,0.1031,0.1307,1,0.759,0.5,0.7483,0.78,0.82,0.9,0.4,0,0,0,0,0.6776,0.901,0.529,0.9544,1
user_32,dest_50,book,2026-03-24 04:59:32.817000+00:00,Beach,4,0.8477,3.305052002,0.6797,0.4752,0.5509,0.1756,0.3131,0.0777,0.2869,0.6773,0.3333,0.2,0.3333,0.4667,1,0.4081,0.5135,0.8638,0,0,0,0,0,0,0,0.4157,0.7143,0.948,0.4854,0.0667,0.3333,0.2667,0.1333,0.1333,0.0667,0,0.5776,0.3592,0.0542,0.173,0.114,0.2272,1,0.3012,0.6,0.7351,0.4,0,0,0,0.72,0,0.68,0,0.3641,0.695,0.775,0.578,1
user_6,dest_33,save,2026-03-06 23:36:54.162000+00:00,History,2,0.3583,20.52911051,0.7017,0.3473,0.6294,0.6589,0.0314,0.546,0.0565,0.5748,0.0588,0.2353,0.4118,0.1176,0,0.6142,0.6124,0.933,0.5294,0.5,0,0.7143,0.75,0,0,0.4157,0.3333,0.4636,0.2915,0.1176,0.1176,0.4118,0.2353,0.0588,0.0588,0,0.5168,0.0161,0.0409,0.0333,0.142,0.2439,1,0.3976,0.4,0.5563,0.62,0.68,0.77,0,0,0,0,0,0.5674,0.029,0.368,0.925,1
user_142,dest_89,view,2026-03-15 02:48:00.045000+00:00,History,0.5,0.538,12.39640353,0.73,0.4456,0.4074,0.2656,0.5634,0.6336,0.5274,0.503,0,0.4545,0.2727,0.1818,0,0.489,0.3348,1,0.6364,0.4157,1,0.5,1,0.6667,0.5,0.4157,0.56,0.7556,0.3428,0,0.0909,0.3636,0.0909,0.2727,0.1818,0,1,0.6364,0.0758,0.6013,0.0285,0.0428,1,0.5783,0.3,0.4834,0.78,0.8,0.85,0,0,0,0,0,0.6116,0,0.363,0.7541,1
user_168,dest_31,view,2026-03-27 00:12:51.544000+00:00,Beach,0.5,0.9751,0.50414081,0.6129,0.4464,0.4895,0.4328,0.1732,0.2504,0.1781,0.5524,0.25,0.1875,0.5625,0.25,1,0.519,0.5135,0.8638,0.5,0.4157,1,0.3333,0.6,0.6667,0,0.4157,0.6111,1,0.8037,0,0.0625,0.375,0.3125,0.1875,0.0625,0,1,0.2598,0.1132,0.306,0.0174,0.5272,1,0.3494,0.8,0.7417,0.45,0.65,0,0,0.76,0,0.6,0,0.418,0.591,0.604,0.9091,1
user_145,dest_58,view,2026-03-22 07:02:02.520000+00:00,Beach,0.5,0.7703,5.219985995,0.4465,0.3325,0.2329,0,0.8356,0.0964,0.7624,0.3121,0.2727,0.1818,0.5455,0.3636,1,0.7215,0.3993,0.7178,0.9091,1,1,1,1,0.8,1,0.4157,0.5,0.9201,0.8724,0.0909,0.0909,0.1818,0.0909,0.4545,0.0909,0,0.4868,0.8194,0.4462,0.2465,0.027,0.4433,1,0.6024,0.5,0.8808,0.55,0,0,0,0.77,0.45,0.72,0,0.6855,0.03,0.466,0.8149,1
user_45,dest_88,book,2026-03-01 04:53:08.374000+00:00,Culture,4,0.2683,26.30950157,0.6819,0.4917,0.3942,0.7556,0.1144,0.2783,0.2831,0.5521,0.2353,0.0588,0.4706,0.2353,1,0.1331,0.6573,0.7178,0.6471,0.3333,0.6667,1,0.75,1,0,0.4157,0.4516,0.7556,0.614,0.1765,0.1765,0.1765,0.2353,0.1176,0.1176,0,0.7949,0.3608,0.1136,0.143,0.4339,0.3302,1,0.1928,0.6,0.6755,0.6,0.65,0.35,0.45,0,0,0,0,0.587,0.258,0.643,0.9614,1
user_144,dest_24,book,2026-03-17 04:41:00.106000+00:00,Culture,4,0.597,10.3179306,0.7021,0.6385,0.5798,0.2779,0.4038,0.2888,0.386,0.5178,0.2941,0.3529,0.2941,0.5294,1,0.3006,0.5646,0.8638,0.4706,0.4157,0.2,0.75,1,0.25,0,0.4157,0.3478,0.4636,0.2382,0,0.2941,0.2353,0.1765,0.2353,0.0588,0,1,0.2452,0.0779,0.0625,0.5655,0.3075,1,0.3976,0.4,0.5497,0.6,0.75,0.72,0,0,0,0,0,0.6282,0.346,0.686,0.7799,1
user_173,dest_8,view,2026-03-13 00:52:31.313000+00:00,History,0.5,0.4849,14.47659719,0.8854,0.64,0.5604,0.3968,0.2864,0.3768,0.3907,0.7401,0.1111,0.2222,0.5556,0.2778,0,0.5553,0.6996,0.933,0.4444,0,0.5,0.5714,0,1,1,0.4157,0.5,0.8272,0.6542,0.0556,0.2222,0.3889,0.2222,0.0556,0.0556,0,0.6966,0.2322,0.2664,0.0574,1,0.8759,1,0.8916,0.4,0.7219,0.75,0.86,0.91,0.38,0,0,0,0,0.8093,0.343,0.305,0.2829,1
user_68,dest_46,view,2026-03-12 21:46:10.671000+00:00,History,0.5,0.4818,14.60600277,0.7635,0.4522,0.4022,0.4235,0.2424,0.4141,0.3227,0.6882,0.1538,0.2308,0.5385,0.2308,0,0.1199,0.5135,0.7178,0,0,0,0,0,0,0.4157,0.4157,0.5,0.7925,0.5725,0.2308,0.2308,0.2308,0.0769,0.2308,0,0,0.5985,0.2972,0.0753,0.1758,0.4107,1,1,0.3133,0.2,0.543,0,0.62,0.68,0.45,0,0,0,0,0.3895,0.709,0.805,0.8149,0
user_147,dest_34,trip_click,2026-03-17 16:45:23.013000+00:00,Culture,1,0.6122,9.814887697,0.9357,1,1,0.0466,0.0397,0,0.2971,0.9776,0,0.2667,0.5333,0.1333,0,0.9116,0.4586,0.5606,0.7333,1,0.6,0.75,0.4157,1,0.4157,0.4157,0.3143,0.6281,0.7679,0.0667,0.3333,0.5333,0,0.0667,0,0,0.8013,0.1802,0.0124,1,0.829,1,1,0.4337,0.4,0.8013,0.65,0.74,0.52,0.42,0,0,0,0.6309,0.813,0.934,0.85,0.9939,1
user_126,dest_17,trip_click,2026-02-28 01:59:58.078000+00:00,Adventure,1,0.2537,27.42975963,0.7944,0.3991,0.5187,0.752,0.0436,0.4217,0.0277,0.7315,0.0667,0.2,0.4667,0.0667,0,0.4081,0.6124,0.7178,0.5333,0.3333,0.5,0.4,1,0.4157,0.5,0.4157,0.3448,0.5783,0.5297,0.2,0.1333,0.3333,0.2,0,0.1333,0,0.2693,0.858,0.128,0.1435,1,0.5052,1,0.6627,0.7,0.7815,0.55,0.8,0.65,0.62,0,0.87,0,0.6309,0.8242,0.891,0.811,0.8362,1
user_199,dest_72,save_trip,2026-03-01 12:45:05.394000+00:00,History,3,0.2728,25.98175829,0.737,0.568,0.587,0.0704,0.3846,0.327,0.295,0.6575,0.2308,0.1538,0.5385,0.3077,1,0.3383,0.5135,0.7178,0.7692,1,1,0.5,1,1,0.6667,0.4157,0.5,0.8599,0.7311,0.1538,0.1538,0.3077,0.0769,0.0769,0.2308,0,0.2876,0.5854,0.3401,0.9035,0.1602,0.5296,1,0.2169,1,0.9338,0.5,0.6,0.66,0,0,0,0,0,0.544,0.764,0.457,0.2829,1
user_135,dest_91,view,2026-03-27 10:15:16.042000+00:00,Nature,0.5,0.9957,0.085801713,0.5674,0.6148,0.464,0.6248,0.0947,0.2223,0.3421,0.3819,0.2105,0.1579,0.5263,0.3158,1,0.3605,0.6573,0.7921,0.5263,0.3333,0.6667,0.3333,0.6667,1,0.3333,0.4157,0.2667,0.4636,0.5725,0.1579,0.1579,0.1579,0.3158,0.0526,0.1579,0,0.7562,0.4695,0.3863,0.003,0.001,0.4987,1,0.506,0.5,0.6689,0.62,0.42,0,0.76,0,0,0.7,0,0.6306,0.349,0.31,0.9473,0
user_73,dest_34,view,2026-02-28 16:57:44.754000+00:00,Culture,0.5,0.2618,26.80630273,0.6968,0.3697,0.2376,0.6579,0.3305,0.384,0.5189,0.5489,0.2105,0.2105,0.4737,0.2632,1,0.2135,0.7397,0.8638,0.6316,1,0.6667,1,0,0.3333,0.4157,0.4157,0.3143,0.6281,0.7679,0.2105,0.1579,0.2632,0.2105,0.1579,0,0,0.1368,0.1151,0.0254,0.2155,0.0306,1,1,0.4337,0.4,0.8013,0.65,0.74,0.52,0.42,0,0,0,0,0.5559,0.512,0.846,0.8838,0
user_132,dest_14,trip_click,2026-03-14 10:11:10.168000+00:00,Sightseeing,1,0.5197,13.08864748,0.9861,0.2209,0.0586,0.9266,0.0861,0.5736,0.3907,0.9994,0.1667,0.0833,0.4167,0.25,0,0.4081,0.3993,1,0.1667,0,0,1,0,1,0,0.4157,0.5,0.7925,0.5725,0.25,0.0833,0.0833,0.3333,0.0833,0.1667,0,0.4513,0.5358,0.8492,0.0094,0.4001,0.2096,1,0.5301,0.3,0.5298,0.83,0,0,0.68,0,0.45,0,0.6309,0.7586,0.475,0.688,0.3868,1
user_138,dest_99,save_trip,2026-03-06 04:42:58.102000+00:00,History,3,0.3444,21.31656491,0.7171,0.4853,0.4358,0.3392,0.5614,0.4937,0.5472,0.479,0.125,0.375,0.375,0.375,1,0.1757,0.1862,0.7921,0.875,1,1,1,1,1,0.5,0.4157,0.3077,0.4636,0.3921,0.125,0.125,0.25,0.125,0.125,0.25,0,0.1114,0.2789,0.3255,0.8047,0.9402,0.014,1,0.3494,0.1,0.3444,0.62,0.68,0.74,0,0,0,0,0,0.5442,0.378,0.722,0.8838,1
user_75,dest_94,save,2026-03-16 22:52:55.268000+00:00,History,2,0.5898,10.55965326,0.552,0.4593,0.572,0.5818,0.1094,0.3529,0.0928,0.405,0.05,0.3,0.4,0.15,0,0.317,0.8138,0.6407,0.65,1,0.5,0.8,0.6667,0,0.6667,0.4157,0.4615,0.6738,0.3921,0.05,0.2,0.25,0.3,0.05,0.15,0,0.677,0.2171,0.3641,0.1782,0.2902,0.2802,1,0.0843,0.3,0.4834,0.48,0.58,0.63,0,0,0,0,0,0.4576,0.512,0.644,0.9614,1
user_44,dest_30,trip_click,2026-03-22 21:41:00.397000+00:00,Adventure,1,0.7942,4.6095939,0.7065,0.2462,0.1075,0.6103,0.3358,0.6111,0.685,0.5485,0.1667,0.3333,0.3333,0.3889,1,0.2549,0.7397,0.8638,0.8333,0.6667,1,1,1,0.3333,1,1,0.6667,0.7556,0.1245,0.1667,0.1667,0.0556,0.1111,0.1667,0.2778,0.0556,0.388,0.2762,0.02,0.1078,0.145,0.159,0.3679,0.5422,0.2,0.5166,0.48,0,0,0.7,0,0.83,0,0.6309,0.612,0.354,0.649,0.5264,1
user_130,dest_25,view,2026-03-19 13:54:48.556000+00:00,Culture,0.5,0.6726,7.93334206,0.7353,0.4142,0.3611,0.8999,0.177,0.5912,0.2361,0.5831,0.2353,0.2941,0.3529,0.2941,1,0.3006,0.6124,0.7921,0.3529,0.4157,0.75,0.3333,0.2,0.3333,0,0.4157,0.3103,0.5238,0.5297,0,0.2353,0.1765,0.2941,0.1765,0.1176,0,1,0.0885,0.6239,0.1908,0.6232,0.3266,1,0.506,0.3,0.6026,0.72,0.78,0.55,0,0,0,0,0,0.5256,0.992,0.362,0,1
user_47,dest_27,book,2026-03-18 16:56:51.538000+00:00,Nature,4,0.6438,8.806918657,0.6343,0.3933,0.3076,0.5568,0.317,0.5605,0.5252,0.4165,0.35,0.1,0.5,0.45,1,0.317,0.7777,0.4772,0.65,0.4157,0.4,1,0.5,1,0.6667,0.4157,0.4091,0.5238,0.1826,0,0.25,0.15,0.3,0.15,0.15,0,1,0.4124,0.1776,0.1343,0.0068,0.0705,1,0.5542,0.5,0.5099,0.58,0,0,0.8,0,0.74,0,0,0.5951,0.98,0.683,0.4969,1
user_188,dest_30,view,2026-03-05 17:26:50.660000+00:00,Adventure,0.5,0.3365,21.78609549,0.7897,0.4015,0.2792,0.5848,0.4193,0.7287,0.5129,0.5575,0.0714,0.2857,0.5714,0.3571,0,1,0.3348,1,0.5714,1,0.6667,0.5,0.4157,0.4157,0.5,0.4157,0.6667,0.7556,0.1245,0.0714,0.2143,0.1429,0,0,0.5714,0,0.1508,0.1979,0.5884,1,1,0.0243,1,0.5422,0.2,0.5166,0.48,0,0,0.7,0,0.83,0,0,0.6552,0.583,0.378,0.8036,0
user_169,dest_91,save,2026-02-27 09:03:19.090000+00:00,Nature,2,0.2449,28.13576644,0.7521,0.3874,0.311,0.4787,0.4759,0.5354,0.4703,0.5815,0.1429,0.2857,0.3571,0.2857,1,0.2771,0.5646,1,0.3571,0,0.5,0.5,0.25,0.5,0,0.4157,0.2667,0.4636,0.5725,0.0714,0.1429,0.1429,0.2857,0.2857,0.0714,0,0.4045,0.5629,0,0.1971,0.2174,0.1941,1,0.506,0.5,0.6689,0.62,0.42,0,0.76,0,0,0.7,0,0.6298,0.338,0.787,0.6608,1
user_42,dest_35,view,2026-03-08 01:26:32.113000+00:00,Beach,0.5,0.3781,19.45297682,0.6465,0.5244,0.384,0.4543,0.4578,0.4397,0.5685,0.3896,0.0588,0.2941,0.4706,0.2353,0,0.3006,0.6996,0.8638,0.2941,1,0.6,0.4157,0,0,0,0,0.2308,0.3199,0.3921,0.1176,0.2941,0,0.1765,0.2941,0.0588,0.0588,0.5344,0.226,1,0.3215,0.3821,0.9951,0.047,0.5783,0.1,0.4106,0.55,0,0,0,0.82,0.6,0.76,0,0.6669,0.668,0.535,0.7541,0
user_45,dest_21,save,2026-03-04 06:08:47.351000+00:00,Sightseeing,2,0.3126,23.25696712,0.6819,0.4917,0.3942,0.7556,0.1144,0.2783,0.2831,0.5521,0.2353,0.0588,0.4706,0.2353,1,0.1331,0.6573,0.7178,0.6471,0.3333,0.6667,1,0.75,1,0,0.4157,0.3947,0.7925,0.8724,0.1765,0.1765,0.1765,0.2353,0.1176,0.1176,0,0.7949,0.3608,0.1136,0.143,0.4339,0.3302,1,0.4337,0.3,0.7285,0.8,0.52,0,0.68,0,0,0.75,0,0.701,0.258,0.643,0.9614,1
user_154,dest_31,trip_click,2026-03-07 02:31:50.623000+00:00,Beach,1,0.3605,20.40762369,0.8384,0.8327,0.5339,0.4103,0.0692,0.1664,0.4675,0.7148,0.0714,0.3571,0.5,0.2857,1,1,0.3993,0.7921,0,0,0,0.4157,0,0,0.4157,0.4157,0.6111,1,0.8037,0.0714,0.5714,0,0.2857,0.0714,0,0,0.9191,0.1733,1,0.0731,0.7037,1,1,0.3494,0.8,0.7417,0.45,0.65,0,0,0.76,0,0.6,0.6309,0.6039,0.836,0.681,0.8257,1
user_199,dest_45,view,2026-03-09 13:03:21.829000+00:00,Adventure,0.5,0.4072,17.96906807,0.737,0.568,0.587,0.0704,0.3846,0.327,0.295,0.6575,0.2308,0.1538,0.5385,0.3077,1,0.3383,0.5135,0.7178,0.7692,1,1,0.5,1,1,0.6667,0.4157,0.1905,0.4636,1,0.1538,0.1538,0.3077,0.0769,0.0769,0.2308,0,0.2876,0.5854,0.3401,0.9035,0.1602,0.5296,1,0.6145,0.5,0.8344,0.48,0,0,0.6,0.72,0.8,0,0,0.4764,0.764,0.457,0.2829,1
user_195,dest_23,view,2026-03-01 19:38:48.362000+00:00,Nature,0.5,0.2767,25.69445542,0.5671,0.3739,0.2292,0.3804,0.5991,0.2147,0.8526,0.3582,0.2308,0.0769,0.6923,0.3077,0,0.3383,0.4586,1,0.6154,0,1,1,0.5,0.6667,0,0.4157,0.3846,0.5783,0.3921,0.0769,0.0769,0.2308,0.3077,0.2308,0.0769,0,0.8538,0.626,0.4125,0.0278,0.1802,0.2326,1,0.506,0.4,0.4503,0.8,0,0,0.84,0,0.62,0,0,0.4641,0.563,0.562,0.4644,1
user_147,dest_94,view,2026-03-22 08:07:57.407000+00:00,History,0.5,0.772,5.17421184,0.9357,1,1,0.0466,0.0397,0,0.2971,0.9776,0,0.2667,0.5333,0.1333,0,0.9116,0.4586,0.5606,0.7333,1,0.6,0.75,0.4157,1,0.4157,0.4157,0.4615,0.6738,0.3921,0.0667,0.3333,0.5333,0,0.0667,0,0,0.8013,0.1802,0.0124,1,0.829,1,1,0.0843,0.3,0.4834,0.48,0.58,0.63,0,0,0,0,0,0.7437,0.934,0.85,0.9939,1
user_59,dest_95,trip_click,2026-03-17 22:58:15.375000+00:00,Beach,1,0.6201,9.555948322,0.7957,0.1118,0.0888,0.8909,0.3301,0.8577,0.3885,0.6389,0.1,0.25,0.4,0.25,0,0.317,0.6996,0.7178,0.7,0.6667,1,0.5,0.5,1,1,0,0.3462,0.5238,0.3921,0.15,0.05,0.1,0.3,0.15,0.2,0.05,0.0882,0.6772,0.257,0.0783,0.3295,0.0726,0.5316,0,0.5,0.6159,0.35,0,0,0,0.58,0,0.52,0.6309,0.3539,0.968,0.847,0.8925,1
user_9,dest_96,view,2026-03-13 07:24:07.695000+00:00,Adventure,0.5,0.4915,14.20464832,0.7907,0.254,0.0894,0.7512,0.7339,0.7784,0.4736,0.5364,0.125,0.3125,0.5,0.3125,1,0.519,0.6124,1,0.8125,1,1,0.5,1,0.5,0.8333,0.4157,0.2857,0.5783,0.7679,0.25,0.0625,0.125,0.0625,0.125,0.375,0,0.5182,0.8857,0.0135,0.518,0.0442,0.1363,1,0.2892,0.8,0.9007,0.38,0,0,0.65,0,0.71,0.5,0,0.7177,0.697,0.783,0.9326,1
user_84,dest_2,save_trip,2026-03-22 00:58:27.167000+00:00,Culture,3,0.7606,5.472478507,0.9523,0.9913,0.8067,0.2598,0.0436,0.0879,0.1169,0.8904,0.1875,0.25,0.4375,0.375,1,0.519,0.6124,0.4772,0.5625,0.5,0.3333,1,0.5,0.4157,1,0.4157,0.32,0.4636,0.3428,0.125,0.375,0.1875,0.25,0,0.0625,0,0.1447,0.0266,0.2478,0.1452,1,0.0192,1,0.7711,0.2,0.5298,0.75,0.95,0.88,0,0,0,0.4,0,0.9532,0.548,0.314,0.8362,1
user_19,dest_17,save_trip,2026-03-21 03:17:27.244000+00:00,Adventure,3,0.727,6.375949838,0.7302,0.4036,0.5751,0.6192,0.3342,0.3379,0.3123,0.5514,0.0625,0.375,0.4375,0.3125,1,0.519,0.6124,0.933,0.4375,1,1,0.3333,0,0.5,0,0.4157,0.3448,0.5783,0.5297,0.0625,0.125,0.375,0.125,0.25,0.0625,0,0.6104,0.155,0.1464,0.2336,0.0399,0.2199,1,0.6627,0.7,0.7815,0.55,0.8,0.65,0.62,0,0.87,0,0,0.7799,0.337,0.548,0.6008,1
user_166,dest_32,book,2026-03-07 22:35:10.005000+00:00,Adventure,4,0.3758,19.5719827,0.5844,0.297,0.2719,0.5039,0.7821,0.6425,0.656,0.2409,0.2105,0.1579,0.5263,0.3158,1,0.2135,0.6996,0.7178,0.4737,1,0.4,0.3333,0,0.75,1,0.4157,0.4286,0.6738,0.4854,0.1053,0.2632,0.1579,0.2105,0.2105,0.0526,0,0.4137,0.1403,0.8091,0.1763,0.1302,0.6749,1,0.5422,0.4,0.6026,0.58,0,0,0.72,0.78,0.84,0,0,0.8023,0.139,0.403,0.428,1
user_60,dest_98,save,2026-03-23 21:25:50.823000+00:00,Nature,2,0.8344,3.620121377,0.6894,0.3169,0.4202,0.5533,0.2972,0.359,0.2551,0.6046,0.2222,0.3889,0.3333,0.3889,1,0.2549,0.6573,0.933,0.6667,0.3333,0.6667,0.6,1,0.5,1,0.4157,0.5667,0.8599,0.5725,0.1667,0.1667,0.2778,0.2222,0.1111,0.0556,0,0.4822,0.1663,0.4191,0.0238,0.5984,0.1857,1,0.0482,0.4,0.5894,0.35,0,0.48,0.55,0,0,0,0,0.3909,0.979,0.733,0.6951,1
